pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_b16a_bendesc_yn	pbp_b16a_bendesc_ehc	pbp_b16a_bendesc_amo_oe	pbp_b16a_bendesc_lim_oe	pbp_b16a_bendesc_numv_oe	pbp_b16a_bendesc_per_oe	pbp_b16a_bendesc_amo_pc	pbp_b16a_bendesc_lim_pc	pbp_b16a_bendesc_numv_pc	pbp_b16a_bendesc_per_pc	pbp_b16a_bendesc_amo_ft	pbp_b16a_bendesc_lim_ft	pbp_b16a_bendesc_numv_ft	pbp_b16a_bendesc_per_ft	pbp_b16a_bendesc_amo_dx	pbp_b16a_bendesc_lim_dx	pbp_b16a_bendesc_numv_dx	pbp_b16a_bendesc_per_dx	pbp_b16a_maxplan_yn	pbp_b16a_maxplan_in_oon	pbp_b16a_maxplan_amt	pbp_b16a_maxplan_per	pbp_b16a_maxenr_yn	pbp_b16a_maxenr_amt	pbp_b16a_maxenr_per	pbp_b16a_coins_yn	pbp_b16a_coins_ehc	pbp_b16a_coins_cserv_sc_pov_yn	pbp_b16a_coins_cserv_sc_pov	pbp_b16a_coins_pct_minov	pbp_b16a_coins_pct_maxov	pbp_b16a_coins_pct_oe	pbp_b16a_coins_pct_maxoe	pbp_b16a_coins_pct_pc	pbp_b16a_coins_pct_maxpc	pbp_b16a_coins_pct_ft	pbp_b16a_coins_pct_maxft	pbp_b16a_coins_pct_dx	pbp_b16a_coins_pct_maxdx	pbp_b16a_ded_yn	pbp_b16a_ded_amt	pbp_b16a_copay_yn	pbp_b16a_copay_ehc	pbp_b16a_copay_cserv_sc_pov_yn	pbp_b16a_copay_cserv_sc_pov	pbp_b16a_copay_amt_ovmin	pbp_b16a_copay_amt_ovmax	pbp_b16a_copay_amt_oemin	pbp_b16a_copay_amt_oemax	pbp_b16a_copay_amt_pcmin	pbp_b16a_copay_amt_pcmax	pbp_b16a_copay_amt_ftmin	pbp_b16a_copay_amt_ftmax	pbp_b16a_copay_amt_dxmin	pbp_b16a_copay_amt_dxmax	pbp_b16a_auth_yn	pbp_b16a_refer_yn	pbp_b16b_bendesc_yn	pbp_b16b_bendesc_ehc	pbp_b16b_bendesc_amo_es	pbp_b16b_bendesc_lim_es	pbp_b16b_bendesc_numv_es	pbp_b16b_bendesc_per_es	pbp_b16b_bendesc_amo_ds	pbp_b16b_bendesc_lim_ds	pbp_b16b_bendesc_numv_ds	pbp_b16b_bendesc_per_ds	pbp_b16b_bendesc_amo_rs	pbp_b16b_bendesc_lim_rs	pbp_b16b_bendesc_numv_rs	pbp_b16b_bendesc_per_rs	pbp_b16b_bendesc_amo_end	pbp_b16b_bendesc_lim_end	pbp_b16b_bendesc_num_end	pbp_b16b_bendesc_per_end	pbp_b16b_bendesc_amo_peri	pbp_b16b_bendesc_lim_peri	pbp_b16b_bendesc_num_peri	pbp_b16b_bendesc_per_peri	pbp_b16b_bendesc_amo_ext	pbp_b16b_bendesc_lim_ext	pbp_b16b_bendesc_num_ext	pbp_b16b_bendesc_per_ext	pbp_b16b_bendesc_amo_poo	pbp_b16b_bendesc_lim_poo	pbp_b16b_bendesc_numv_poo	pbp_b16b_bendesc_per_poo	pbp_b16b_maxplan_yn	pbp_b16b_maxplan_in_oon	pbp_b16b_maxbene_type	pbp_b16b_maxplan_amt	pbp_b16b_maxplan_per	pbp_b16b_maxenr_yn	pbp_b16b_maxenr_type	pbp_b16b_maxenr_amt	pbp_b16b_maxenr_per	pbp_b16b_coins_yn	pbp_b16b_coins_ehc	pbp_b16b_coins_pct_mc_min	pbp_b16b_coins_pct_mc_max	pbp_b16b_coins_pct_es_min	pbp_b16b_coins_pct_es_max	pbp_b16b_coins_pct_ds_min	pbp_b16b_coins_pct_ds_max	pbp_b16b_coins_pct_rs_min	pbp_b16b_coins_pct_rs_max	pbp_b16b_coins_pct_end_min	pbp_b16b_coins_pct_end_max	pbp_b16b_coins_pct_peri_min	pbp_b16b_coins_pct_peri_max	pbp_b16b_coins_pct_ext_min	pbp_b16b_coins_pct_ext_max	pbp_b16b_coins_pct_poo_min	pbp_b16b_coins_pct_poo_max	pbp_b16b_ded_yn	pbp_b16b_ded_amt	pbp_b16b_copay_yn	pbp_b16b_copay_ehc	pbp_b16b_copay_amt_mc_min	pbp_b16b_copay_amt_mc_max	pbp_b16b_copay_amt_es_min	pbp_b16b_copay_amt_es_max	pbp_b16b_copay_amt_ds_min	pbp_b16b_copay_amt_ds_max	pbp_b16b_copay_amt_rs_min	pbp_b16b_copay_amt_rs_max	pbp_b16b_copay_amt_end_min	pbp_b16b_copay_amt_end_max	pbp_b16b_copay_amt_peri_min	pbp_b16b_copay_amt_peri_max	pbp_b16b_copay_amt_ext_min	pbp_b16b_copay_amt_ext_max	pbp_b16b_copay_amt_poo_min	pbp_b16b_copay_amt_poo_max	pbp_b16b_auth_yn	pbp_b16b_refer_yn
H1692	801	0	1	01	01	H1692_801_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1692	802	0	1	01	01	H1692_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1692	804	0	1	01	01	H1692_804_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1693	002	0	1	20	08	H1693_002_0	2																																																																																																																																								
H1693	003	0	1	20	08	H1693_003_0	1																																																																																																																																								
H1714	001	0	1	20	08	H1714_001_0	2																																																																																																																																								
H1714	002	0	1	20	08	H1714_002_0	2																																																																																																																																								
H1722	001	0	1	01	01	H1722_001_0	6	2																																																									1	1000000																									2	2	1	6	2					2				1	01000000	20	20															2		2																		1	2
H1723	001	0	1	48	05	H1723_001_0	3	2																																																									2																																			2				2																		2		2																		2	2
H1737	001	0	1	01	01	H1737_001_0	6	1	1111	2	1			2	1			2	1			2	1			2				2			2														2		2														2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			2					2				2																		2		1	01000000	35.00	35.00															2	2
H1737	801	0	1	01	01	H1737_801_0	2	2																																																									2																																			2				1	01000000	20	20															2		2																		2	2
H1737	802	0	1	01	01	H1737_802_0	2	2																																																									2																																			2				1	01000000	20	20															2		2																		2	2
H1737	803	0	1	01	01	H1737_803_0	2	2																																																									2																																			2				1	01000000	20	20															2		2																		2	2
H1777	007	0	1	01	01	H1777_007_0	4	2																																																									2																																			2				2																		2		2																		2	2
H1777	014	0	1	01	01	H1777_014_0	6	2																																																									2																																			2				1	01000000	20	20															2		2																		2	2
H1787	001	0	1	01	01	H1787_001_0	5	1	1110	2	2	1	3	2	2	1	3					2	2	1	3	2				2			2														2		2														2	2	1	1000000																									2	1			1		2	1500.00	2	2				1	01000000	20	20															2		2																		2	2
H1787	002	0	1	01	01	H1787_002_0	7	1	1110	2	2	1	3	2	2	1	3					2	2	1	3	2				2			2														2		2														2	2	1	1000000																									2	1			1		2	1500.00	2	2				1	01000000	20	20															2		2																		2	2
H1846	004	0	1	04	01	H1846_004_0	5	1	1111	3	2	2	3	3	2	2	3	3	2	2	3	3	2	1	6	1	2	1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	0011111					3	1			3	1			3	1			3	1			3	1							1		1			2				1	00001111							50	50	50	50	50	50	50	50			2		1	01010000	45.00	45.00			0.00	0.00											2	2
H1846	801	0	1	04	01	H1846_801_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H1846	802	0	1	04	01	H1846_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		2	2
H1889	001	0	1	04	01	H1889_001_0	2	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1	2	2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1894	001	0	1	01	01	H1894_001_0	10	2																																																									2																																			2				2																		2		1	01000000	45.00	45.00															2	2
H1894	002	0	1	01	01	H1894_002_0	8	1	1111	2	2	2	3	2	2	2	3	2	2	1	3	2	2	1	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		2	750.00	5	2				1	01000000	20	20															2		1	10111111			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2
H1904	001	0	1	20	08	H1904_001_0	1																																																																																																																																								
H1904	002	0	1	20	08	H1904_002_0	1																																																																																																																																								
H1914	001	0	1	04	01	H1914_001_0	8	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	6	1	2	1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	1	1	1011111					2	2	1	3	2	2	1	1	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	10001111							20	50	50	50	50	50	20	20	50	50	2		1	01010000	40.00	40.00			0.00	0.00											1	1
H1924	001	0		07	02	H1924_001_0	4																																																																																																																																								
H1924	002	0		07	02	H1924_002_0	4																																																																																																																																								
H1924	003	0		07	02	H1924_003_0	4																																																																																																																																								
H1924	803	0		07	02	H1924_803_0	2																																																																																																																																								
H1924	804	0		07	02	H1924_804_0	2																																																																																																																																								
H1924	805	0		07	02	H1924_805_0	2																																																																																																																																								
H1924	806	0		07	02	H1924_806_0	2																																																																																																																																								
H1924	807	0		07	02	H1924_807_0	2																																																																																																																																								
H1944	001	0	1	01	01	H1944_001_0	4	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	004	0	1	01	01	H1944_004_0	3	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	005	0	1	01	01	H1944_005_0	4	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	006	0	1	01	01	H1944_006_0	3	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	009	0	1	01	01	H1944_009_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	1	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				1	01000000	20	20															2		2																		1	2
H1944	010	0	1	01	01	H1944_010_0	5	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1001000									2	1															2	1			1		1			2				1	01000000	20	20															2		1	10001000							0.00	0.00							0.00	0.00	1	2
H1944	011	0	1	01	01	H1944_011_0	4	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101011	2	1							2	2	1	6					2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101011	20	20	50	50			0	50			50	50	50	50	0	50	2		2																		1	2
H1944	014	0	1	02	01	H1944_014_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1944	015	0	1	02	01	H1944_015_0	5	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1944	016	0	1	02	01	H1944_016_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101111	20	20	50	50			0	50	50	50	50	50	50	50	0	50	2		2																		1	2
H1944	017	0	1	01	01	H1944_017_0	3	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	018	0	1	01	01	H1944_018_0	3	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1944	019	0	1	01	01	H1944_019_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	1	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				1	01000000	20	20															2		2																		1	2
H1944	020	0	1	02	01	H1944_020_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1944	021	0	1	01	01	H1944_021_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	1	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				1	01000000	20	20															2		2																		1	2
H1944	022	0	1	01	01	H1944_022_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	1	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				1	01000000	20	20															2		2																		1	2
H1944	024	0	1	01	01	H1944_024_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1001000									2	1															2	1			1		1			2				1	01000000	20	20															2		1	10001000							0.00	0.00							0.00	0.00	1	2
H1944	025	0	1	01	01	H1944_025_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	1							2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101111	20	20	50	50			0	50	50	50	50	50	50	50	0	50	2		2																		1	2
H1944	028	0	1	01	01	H1944_028_0	4	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	1	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				1	01000000	20	20															2		2																		1	2
H1944	030	0	1	01	01	H1944_030_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101011	2	1							2	2	1	6					2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101011	20	20	50	50			0	50			50	50	50	50	0	50	2		2																		1	2
H1944	031	0	1	01	01	H1944_031_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101011	2	1							2	2	1	6					2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101011	20	20	50	50			0	50			50	50	50	50	0	50	2		2																		1	2
H1944	032	0	1	01	01	H1944_032_0	3	1	1111	2	2	2	3	2	2	3	3	2	2	2	3	2	2	1	6	1		1000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101011	2	1							2	2	1	6					2	2	1	6	2	2	1	6	2	2	1	6	1		1			2				1	11101011	20	20	50	50			0	50			50	50	50	50	0	50	2		2																		1	2
H1944	805	0	1	01	01	H1944_805_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1944	806	0	1	01	01	H1944_806_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1944	807	0	1	01	01	H1944_807_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1947	001	0	1	01	01	H1947_001_0	8	1	1111	2	2	2	3	2	2	2	3	2	2	1	3	2	2	1	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1111111	2	1			2	1			2	1			2	1			2	1			2	1			2	1			1		2	2500.00	3	2				1	01000000	20	20															2		1	10111111			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2
H1951	013	0	1	01	01	H1951_013_0	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	40.00	40.00															1	2
H1951	024	0	1	01	01	H1951_024_0	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	35.00	35.00															1	2
H1951	028	0	1	01	01	H1951_028_0	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	45.00	45.00															1	2
H1951	030	0	1	01	01	H1951_030_0	3	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	50.00	50.00															1	2
H1951	032	0	1	01	01	H1951_032_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1951	033	0	1	01	01	H1951_033_0	6	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1951	034	0	1	01	01	H1951_034_0	4	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1951	038	0	1	01	01	H1951_038_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0001011									2	2	4	3					2	2	5	6	2	2	2	3					1		1			2				1	00001011							50	70			70	70	50	50			2		1	01000000	20.00	20.00															1	2
H1951	039	0	1	01	01	H1951_039_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	0001011									2	2	4	3					2	2	5	6	2	2	2	3					1		1			2				1	00001011							50	70			70	70	50	50			2		1	01000000	20.00	20.00															1	2
H1951	041	0	1	01	01	H1951_041_0	4	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2500.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	01000000	20	20															2		1	10101111			0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1	2
H1951	044	0	1	01	01	H1951_044_0	3	1	1111	2	2	3	6	2	2	2	3	2	2	2	3	2	2	3	6	1		2000.00	3	2			1	1111	2				0	0	0	0	0	0	0	0	2		2														2	2	1	1101111	2	2	2	3					2	2	5	6	2	2	1	3	2	2	5	6	2	1			2	2	6	6	1		1			2				1	10101111			50	50			50	70	70	70	70	70	50	50	70	70	2		1	01000000	25.00	25.00															1	2
H1951	047	1	1	01	01	H1951_047_1	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	35.00	35.00															1	2
H1951	047	2	1	01	01	H1951_047_2	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	50.00	50.00															1	2
H1951	048	1	1	01	01	H1951_048_1	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	35.00	35.00															1	2
H1951	048	2	1	01	01	H1951_048_2	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	45.00	45.00															1	2
H1951	049	1	1	01	01	H1951_049_1	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	40.00	40.00															1	2
H1951	049	2	1	01	01	H1951_049_2	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	35.00	35.00															1	2
H1951	049	3	1	01	01	H1951_049_3	4	1	1110	2	2	3	6	2	2	2	3					2	2	1	3	1		1000.00	3	2			1	1110	2				0	0	0	0			0	0	2		2														2	2	1	0001000									2	2	2	3																	1		1			2				1	00001000							50	50									2		1	01000000	40.00	40.00															1	2
H1951	050	0	1	01	01	H1951_050_0	4	2																																																									2																																			2				1	01000000	20	20															2		2																		1	2
H1951	801	0	1	01	01	H1951_801_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H1951	804	0	1	01	01	H1951_804_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H1951	807	0	1	01	01	H1951_807_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H1951	808	0	1	01	01	H1951_808_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	1
H1961	003	0	1	01	01	H1961_003_0	4	1	1111	2	2	1	4	2	2	1	4	2	2	1	3	2	2	1	3	1		2000.00	3	2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1011111					2	2	1	3	2	1			2	2	1	6	2	2	1	6	2	1			2	2	1	6	1		1			2				2																		2		1	11011111	0.00	0.00			0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2
H1961	011	0	1	01	01	H1961_011_0	4	2																																																									2																																			2				1	01000000	20	20															2		2																		2	2
H1961	014	1	1	01	01	H1961_014_1	5	1	1110	2	2	1	4	2	2	1	4					2	2	1	3	1		2000.00	3	2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	1	1011001					2	2	1	3	2	1											2	1			2	2	1	6	1		1			2				2																		1	50.00	1	11011001	20.00	20.00			0.00	0.00	47.00	157.00					15.00	15.00	20.00	217.75	2	2
H1961	014	2	1	01	01	H1961_014_2	5	1	1110	2	2	1	4	2	2	1	4					2	2	1	3	1		2000.00	3	2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	1	1011001					2	2	1	3	2	1											2	1			2	2	1	6	1		1			2				2																		1	50.00	1	11011001	40.00	40.00			0.00	0.00	47.00	157.00					15.00	15.00	20.00	217.75	2	2
H1961	017	0	1	02	01	H1961_017_0	5	1	1110	2	2	1	4	2	2	1	4					2	2	1	3	1		1250.00	3	2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	1	1011001					2	2	1	3	2	1											2	1			2	2	1	6	1		1			2				2																		1	50.00	1	11011001	35.00	35.00			0.00	0.00	47.00	157.00					15.00	15.00	20.00	217.75	2	2
H1961	018	0	1	01	01	H1961_018_0	6	1	1110	2	2	1	4	2	2	1	4					2	2	1	3	2				2			2														2		1	1110	2				0.00	0.00	0.00	0.00			0.00	0.00	2	2	2																																			2				2																		2		1	01000000	35.00	35.00															2	2
H1961	801	0	1	02	01	H1961_801_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1961	802	0	1	02	01	H1961_802_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1961	803	0	1	01	01	H1961_803_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1961	804	0	1	01	01	H1961_804_0	1	2																																																									2																														2					2				1	01000000	20	20															2		2																		1	2
H1969	002	0	1	01	01	H1969_002_0	10	1	1111	3	2	2	3	3	2	2	3	3	2	2	3	3	2	2	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				2																		2		1	01000000	35.00	35.00															2	2
H1969	004	0	1	01	01	H1969_004_0	10	1	1111	2	2	2	3	2	2	2	3	2	2	2	3	2	2	2	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1111111	3	2	2	3	3	2	2	3	3	1			3	1			3	1			3	1			3	1			1		2	1000.00	3	2				1	10111111			50	50	50	50	50	50	50	50	50	50	50	50	50	50	2		1	01000000	30.00	30.00															2	2
H1969	006	0	1	01	01	H1969_006_0	9	1	1111	2	2	2	3	2	2	2	3	2	2	2	3	2	2	2	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	1	1111111	3	2	2	3	3	2	2	3	3	1			3	1			3	1			3	1			3	1			1		2	1000.00	3	2				1	10111111			50	50	50	50	50	50	50	50	50	50	50	50	50	50	2		1	01000000	30.00	30.00															2	2
H1969	007	3	1	01	01	H1969_007_3	10	1	1111	3	2	2	3	3	2	2	3	3	2	2	3	3	2	2	3	2				2			2														2		1	1111	2				0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2	2	2																																			2				2																		2		1	01000000	35.00	35.00															2	2
